model,threshold,roc_auc,average_precision,f1,f2,precision,recall_sensitivity,specificity,balanced_accuracy,brier_score,tn,fp,fn,tp
Soft Voting,0.42499999999999993,0.8134811110860315,0.4303162191192615,0.42736181143563884,0.6100442730260478,0.28507964714095324,0.8531813865147199,0.6136433789484514,0.7334123827315857,0.18331908434339042,17892,11265,773,4492
